Year,Province,R&D Personnel,Internal R&D Expenditure (10K RMB),Labor Service Cost (10K RMB),Equipment Cost (10K RMB),Institutional Expenditure (10K RMB),Tech Renovation Expenditure (10K RMB),Technology Import Expenditure (10K RMB),Technology Assimilation Expenditure (10K RMB),Domestic Tech Purchase Expenditure (10K RMB),New Product Investment,Valid Invention Patents,Firms with R&D Institutions,Entrepreneurial Activity,Total Profit (100M RMB),Green Invention Output,Postal & Telecom Volume,Postal Volume,Telecom Volume,Enterprise Informatization Level,Digital Infra - Fiber Length,Digital Infra - Broadband Ports per Capita,Digital Economy,Enterprise Digitalization,Digital Policy Keyword Frequency,Education Expenditure,Science & Tech Expenditure,Tertiary Sector Employment Share,Higher Education Share,Innovation Labor Input,Fixed Asset Investment,New Productivity Level,Economic Development Level,Openness Level,Industrial Structure,Population Density,Industrialization Level,Urbanization Level,New Fixed Assets in Electronics & Telecom (100M RMB),New Fixed Assets in Computers & Office Equipment (100M RMB)
2013,Anhui,32648,602759,162517.4,87598.8,503791,144124.6,16435,6834.2,6368.8,0.0021,5444,486,5996.5933,315.56,0.0958,533.9834,57.5437,476.4397,4.7,710744.9,0.1878,0.0877,241,24,7365882,1096698,0.3828,0.0828,119342,514.64,0.1403,34404,0.930150384,0.000027,0.0000291,0.930150384,0.478623914,460.9,53.74
2013,Jiangxi,27024,429911.6,133430.4,36179.8,287739.8,196574.6,965.4,469.8,176,0.0014,1934,230,5397.4082,312.06,0.1374,379.2307,40.9449,338.2858,3.2,478612.9,0.1941,0.0593,124,15,6645302,463220,0.38,0.0886,43512,578.86,0.14,31952.12,0.999307714,0.0000313,0.0000313,0.999307714,0.490393208,506.38,72.48
2013,Henan,40460,499061.6,177851,53269.4,407089.6,111865.8,941,2676.4,10189.2,0.0008,1900,370,5644.4897,548.3,0.1822,837.8322,92.4593,745.3729,2.8,838961.3,0.1825,0.1353,240,48,11715204,800038,0.2801,0.0895,152252,746.36,0.1472,33114,1.033142728,0.0000312,0.0000302,1.033142728,0.436017967,705.08,41.28
2013,Hubei,63366,1464347.2,487046,191303.2,936513,144811.6,41553.2,13497,15142.6,0.0032,5776,298,15082.1143,296.76,0.1165,610.1631,74.1499,536.0132,3.4,660229.3,0.1989,0.093,332,25,6906265,772088,0.3565,0.092,133061,388.18,0.1514,43834.55,0.976986418,0.0000223,0.0000228,0.976986418,0.545015523,366.96,21.22
2013,Hunan,25880,867473.6,175454.8,89915.6,268467,577064.8,2319.6,8462.4,12365.4,0.002,2614,390,6264.4849,376.18,0.1752,595.2872,60.2707,535.0165,4,792941.2,0.1848,0.092,294,78,8094540,554600,0.3508,0.0916,103414,445.02,0.1524,35701.65,1.034770102,0.000029,0.000028,1.034770102,0.476363636,403.02,42
2013,Inner Mongolia,1852,31064.4,6520.8,1823.6,18150.2,46848,9.4,200,1607,0.0002,102,32,10779.7148,67.76,0.2079,311.2277,17.5177,293.71,2,352845.1,0.2758,0.0531,13,22,4568693,316369,0.2538,0.0922,37280,26.02,0.1215,46320,1.464499154,0.0000316,0.0000216,1.464499154,0.598370672,23.02,3
2013,Guangxi,6510,126076.2,35778.8,11308.2,87891.8,54267.6,2146.8,60,7785.8,0.0005,806,124,5400.1904,248.44,0.1551,435.2636,29.5667,405.6969,3.7,505632.7,0.2069,0.0646,68,33,6099303,543579,0.2786,0.0876,40664,164.58,0.1349,26416,1.163734339,0.0000441,0.0000379,1.163734339,0.451067428,108.82,55.76
2013,Chongqing,15678,332312,100628.4,46997.8,156017.4,77015.6,1447,1378.6,14480.6,0.0014,2088,164,6834.6729,147.18,0.1328,357.5896,39.1225,318.4671,3.5,437662.8,0.2587,0.055,46,43,4372783,386529,0.4148,0.0875,52612,251.32,0.1329,43528,0.992993016,0.0000228,0.000023,0.992993016,0.582862836,122.28,129.04
2013,Sichuan,53378,1236755.8,330107.6,137507.2,558683.4,317191.2,32353.2,5504.2,31091.2,0.0032,7368,286,5109.73,739.98,0.1879,842.8329,83.2956,759.5373,3.8,1073564.1,0.219,0.1459,489,17,10364062,695104,0.3489,0.0835,109708,433.56,0.155,32750,0.995938931,0.0000304,0.0000305,0.995938931,0.449623875,378.28,55.28
2013,Guizhou,20226,311070.8,69710.6,15701,230775.6,67108.2,155,5,520,0.0023,2010,84,6319.0254,55.56,0.1659,331.7698,22.6434,309.1264,3,498759.3,0.1361,0.0506,208,35,5606675,342698,0.2661,0.0765,23888,53.4,0.1086,22089.1,1.048073484,0.0000474,0.0000453,1.048073484,0.378854626,49.78,3.62
2013,Yunnan,5126,122210.6,24457.6,11521,124320.8,35872,110.8,972.8,1886.2,0.0005,1394,86,6963.2192,84.36,0.1555,452.7549,23.3786,429.3763,3.1,538391.7,0.1588,0.0673,51,25,6859743,425904,0.313,0.0776,28483,8.14,0.1262,27664.93,0.915310467,0.0000331,0.0000361,0.915310467,0.399913812,4.14,4
2013,Tibet,116,2907.6,963.8,101.2,2594.8,145.2,73.2,100,3248,0.0001,54,8,6900,6.52,0.2223,41.7375,2.0874,39.6501,3.7,81114.9,0.1391,0.0033,6,23,1071776,41653,0.408,0.0525,1203,4.44,0.0776,26209,1.004464115,0.0000383,0.0000382,1.004464115,0.239747634,0.44,4
2013,Shaanxi,57670,1166300.4,216726.8,109436.8,385559.8,272884.2,2969.4,364.2,2321.6,0.0042,3710,190,5761.6982,172.34,0.1836,477.8357,37.0222,440.8135,2.7,516240.5,0.2473,0.0651,64,22,7101107,380165,0.3013,0.0936,93494,99.02,0.1484,41905.81,1.028902675,0.0000246,0.0000239,1.028902675,0.515772871,96.66,2.36
2013,Gansu,3010,60975,14342.6,9281.6,38779.4,3165.4,256.2,80,929.2,0.0007,204,44,6591.6831,38.16,0.1193,238.7094,11.3795,227.3299,3,389590.8,0.1814,0.0402,16,26,3770553,197581,0.2469,0.0819,25047,18.36,0.093,23646.67,1.037729672,0.0000439,0.0000423,1.037729672,0.404808829,16.78,1.58
2013,Qinghai,464,12186,1616,759.4,2300.4,41.8,73.2,100,320,0.0005,2,6,7967.7759,15.52,0.2591,67.4648,2.9386,64.5262,2.3,109343.4,0.2063,0.0227,16,15,1215055,83890,0.3953,0.0785,4767,7.72,0.1037,30005,1.22896184,0.000041,0.0000333,1.22896184,0.492119089,5.72,2
2013,Ningxia,2362,29643.2,6409.4,6925.2,21628.6,32363.2,72,960,160,0.0005,78,20,9546.2461,-0.26,0.1625,80.4293,4.7146,75.7148,3.7,74046.6,0.2257,0.0156,12,56,1129532,106857,0.3649,0.0882,8234,8.02,0.067,35135,1.127451259,0.0000321,0.0000285,1.127451259,0.528528529,5.02,3
2013,Xinjiang,316,6895.6,737.2,2445.8,5791,10819.6,73.2,100,374.8,0.0001,38,16,7855.8423,3.78,0.1396,317.0682,18.7804,298.2877,2.4,432624.5,0.2751,0.0487,22,35,5326728,398466,0.3752,0.0927,15822,40.18,0.1205,36988,1.015262929,0.0000274,0.000027,1.015262929,0.449452954,38.38,1.8
2013,Eastern Region,1254626,31634160,12343010,3066720,26144529,6010869.4,1055565.8,235369,575577.4,0.0484,235536,10848,74357.5512,10314.74,1.638,10764.8234,2028.8422,8735.9811,61.3,7140294.9,3.5909,1.7379,10554,302,100433328,18574018,4.5588,0.9681,2285451,6116,1.8879,672207.56,12.3448201,0.00024039,0.00020964,12.3448201,7.28519343,5645.56,470.44
2013,Central Region,198238,3980512.6,1158457.8,471114.2,2483065.4,1198794.4,64769,37804.4,46289.2,0.0101,18222,1844,43876.1514,1899.08,0.8795,4603.7837,474.6472,4129.1365,19.9,4081354.3,1.1975,0.5474,1258,208,62080115,6255495,2.1422,0.5397,600616,2745.18,0.8292,324017.25,9.943588061,0.0002785,0.0002534,9.943588061,4.757547433,2513.18,232
2013,National,1681648,40686760,14603840,3974634,30911616.4,8513353.2,1164581.2,291486.6,704240.2,0.072,277570,14146,193483.7861,14467.5,4.4011,18888.0269,2766.3699,16121.6569,116.1,15878620.5,7.0428,2.8643,12810,726,213900150,28204729,10.414,2.4079,3289989,10361.1,3.9849,1352563.32,33.7848606,0.00089019,0.00081934,33.7848606,16.94101787,9365.3,995.8
2013,Western Region,166708,3438397.6,807999.6,353808.8,1632493.2,870687,36880.4,9244.8,59707.2,0.0135,17854,1060,75250.0835,1579.32,1.8836,3519.4198,262.8805,3256.5393,34.9,4656971.3,2.2544,0.579,998,216,51386707,3375216,3.713,0.9001,403922,1094.6,1.2678,366241.51,11.85958754,0.0003726,0.0003497,11.85958754,5.040055727,843.62,250.98
2013,Jilin,11112,144773.6,32276.2,21704.2,99556,121576.2,1253.4,7399.8,8384,0.0008,1212,130,9357.084,230.66,0.133,295.4645,25.836,269.6285,1.7,265265.1,0.2605,0.0448,98,19,4220946,372231,0.4,0.0949,48008,94.52,0.1305,35139,1.349725376,0.0000384,0.0000285,1.349725376,0.557346327,69.5,25.02
2013,Liaoning,30640,1067152,163054.8,31072.6,430763.4,136890.2,6112.6,1408.2,12752,0.002,3560,146,7519.0605,346.18,0.1406,582.2146,50.1524,532.0622,2,522756.7,0.3737,0.0934,182,7,6694754,1189861,0.441,0.0967,94885,258.1,0.134,43956,1.410414339,0.0000321,0.0000228,1.410414339,0.664604811,247.96,10.14
2013,Heilongjiang,20324,421764,99042.8,30213.2,121209.4,174536,729.4,260.4,1530.4,0.0015,1186,118,7915.6572,97.5,0.1601,377.3411,39.1843,338.1568,1.5,434222.8,0.236,0.072,146,10,5012788,386146,0.4259,0.0936,62660,52.7,0.1311,32068.04,1.175530731,0.0000367,0.0000312,1.175530731,0.580469176,45.48,7.22
2014,Beijing,65558,2215195.6,866039.2,89902.8,1440381.2,27675.4,113155.2,1385.4,11144.2,0.0073,20798,500,9806.5869,554.66,0.2441,889.8948,203.2248,686.67,12.579,241643.47,0.5343,0.2786,4016,33,7420541,2827117,0.7732,0.1171,245384,499.44,0.2518,106732,0.936879286,0.00000878,0.00000937,0.936879286,0.865039152,494.98,4.46
2014,Tianjin,39486,1019596.2,366545.2,162650.6,524838.4,56043.6,76957.6,2880.8,925.6,0.0028,7080,180,8724.7021,563.64,0.1547,243.6104,36.0804,207.53,7.0641,148838.89,0.2783,0.0571,316,29,5170063,1089967,0.532,0.1038,113335,280.14,0.1489,74960.34,1.403826966,0.0000187,0.0000133,1.403826966,0.825752274,261.4,18.74
2014,Hebei,30126,595342.6,150044,76643.4,379682.8,102305.2,7614,13191,21829.2,0.001,2514,272,7478.2603,276.3,0.1643,825.5254,97.4354,728.09,4.422,878407.15,0.3011,0.147,86,25,8688707,513193,0.3215,0.0912,100946,274.22,0.1427,34507,1.158721419,0.0000336,0.000029,1.158721419,0.493650143,263.48,10.74
2014,Shanghai,64748,2548126.8,932505.8,241573.2,1359061.4,64041.4,78194.2,65027.8,65391,0.0074,16814,276,10111.6738,604.66,0.1683,906.0066,310.5266,595.48,9.2231,407677.95,0.5693,0.1494,1572,70,6956268,2622914,0.618,0.1073,168173,160.28,0.1858,102827,0.946930281,0.00000921,0.00000973,0.946930281,0.892987434,133.1,27.18
2014,Jiangsu,262976,6168503.6,2014210.8,792804.6,6682052,1755792.6,395065,81121.2,127235.4,0.0065,38518,5336,10019.3936,3342.32,0.1503,1680.3303,359.0003,1321.33,8.6947,2081008.46,0.4231,0.2349,1264,25,15048551,3271007,0.39,0.0932,498801,2520.54,0.2289,78711.24,1.040181809,0.0000132,0.0000127,1.040181809,0.65704625,2261.74,258.8
2014,Zhejiang,147676,3075539.6,1319791,229452.4,2701414.2,742619,32818.2,34291.2,74299.6,0.0042,16878,2102,10931.4434,949.98,0.1246,1682.6242,538.7542,1143.87,11.9831,1656973.06,0.447,0.2498,1856,17,10309852,2079910,0.4233,0.0879,338398,473.92,0.2391,68569,1.064650985,0.0000155,0.0000146,1.064650985,0.649575552,429.36,44.56
2014,Fujian,78968,1608392.2,550092.6,181828.6,1035503.4,238129.8,163974.8,9853.4,158645,0.0032,7296,426,10100.4561,408.72,0.1391,856.9348,162.6748,694.26,7.7479,738003.12,0.4103,0.1478,1140,33,6345984,673956,0.3959,0.0902,135866,561.34,0.1864,63708.99,0.996280117,0.0000156,0.0000157,0.996280117,0.620025349,541.68,19.66
2014,Shandong,133070,3520158.8,990250.8,300836.4,2207153.4,746966.6,67335,39074,107580,0.0029,13766,792,8953.7217,1562.6,0.1365,1212.6517,145.8117,1066.84,5.4367,999448.62,0.3007,0.2325,747,27,14610483,1470572,0.345,0.0897,286352,694.62,0.1822,51932.94,1.172263785,0.0000226,0.0000193,1.172263785,0.54771615,639.62,55
2014,Guangdong,482646,14512309,6725253.6,1087125.4,12337646.4,500712.8,227652.4,20325,113683.2,0.0137,178406,1778,9206.3105,3156.74,0.1408,3353.3512,859.8112,2493.54,8.8999,1345387.34,0.3131,0.4202,4804,74,18089718,2743315,0.4216,0.0955,506862,1202.06,0.2802,59908.63,1.059430002,0.0000177,0.0000167,1.059430002,0.686221603,1099.68,102.38
2014,Hainan,5014,83076.8,24452.4,10985,52464.6,11201.8,731.4,4096,8144,0.0012,1072,30,7917.4146,38.3,0.214,139.4295,10.6795,128.75,11.2178,119921.73,0.2392,0.0275,61,37,1759548,135291,0.4855,0.0922,7514,56.7,0.1598,37166,1.047293225,0.0000282,0.0000269,1.047293225,0.533119658,1.7,55
2014,Shanxi,7312,95652.8,21869.4,6884.6,84418.6,50854.4,1877.4,1782,1834.6,0.0004,970,66,6162.897,85.48,0.1795,431.127,36.557,394.57,3.6869,677418.78,0.2825,0.0793,90,22,5072806,542635,0.4141,0.0952,48955,69.2,0.1026,34248.08,1.02399901,0.0000299,0.0000292,1.02399901,0.5430839,67.6,1.6
2014,Anhui,42334,749338.4,250009.2,86943,455777.4,169142.8,7746.8,2517.4,8140,0.0025,7550,622,6177.9722,382.68,0.1058,630.0226,80.8426,549.18,8.8896,817238.89,0.196,0.095,379,25,7430675,1295878,0.3908,0.0828,129319,770.02,0.1489,37580,0.91603545,0.0000244,0.0000266,0.91603545,0.493079873,686.62,83.4
2014,Jiangxi,30082,562820.8,151520.6,81259,342970.4,64060.8,1017.4,264,198741.4,0.0019,2482,294,6250.8037,379.82,0.1833,445.8051,51.4251,394.38,5.1574,584039.34,0.2177,0.0729,229,35,7117164,583726,0.391,0.0886,43469,642.84,0.1489,34988.34,0.991015864,0.0000283,0.0000286,0.991015864,0.505580357,589.56,53.28
2014,Henan,48578,643459.2,223872.6,85165.4,459118,90809,2868,6834,9223.8,0.0009,2612,352,6421.1196,681.32,0.1762,1011.0558,116.5358,894.52,3.9852,1027113.4,0.2091,0.1605,406,76,12013782,812488,0.3281,0.0895,161444,966.74,0.1561,35982,1.030285068,0.0000286,0.0000278,1.030285068,0.450492483,881.7,85.04
2014,Hubei,68796,1632081,564904,197728.8,709924.2,266397.4,46116.4,36229.8,5990.4,0.0032,7968,268,10189.6318,286.22,0.1243,719.0901,98.6601,620.43,5.5258,757282.14,0.2177,0.105,595,53,7733514,1344591,0.3705,0.092,140741,613.38,0.1542,48634.63,0.969362777,0.0000199,0.0000206,0.969362777,0.557255846,594.32,19.06
2014,Hunan,35912,931515.8,280195.2,101821,433088,541271,1639,8193.6,13055.8,0.0021,4848,428,5818.2271,308.24,0.1705,744.8788,81.2088,663.67,6.2227,935322.29,0.2266,0.1039,552,39,8332739,593803,0.3548,0.0916,107432,666.46,0.1615,39181.41,1.027797221,0.0000262,0.0000255,1.027797221,0.489789744,647.22,19.24
2014,Inner Mongolia,2262,36940.2,9525.2,3123,40949.2,46848,9.4,200,127,0.0001,84,32,11618.1709,71.92,0.2452,336.0364,19.4664,316.57,3.3549,399841.3,0.3021,0.0652,55,36,4777716,328653,0.2822,0.0922,36435,204.06,0.1302,49585,1.43281978,0.0000289,0.0000202,1.43281978,0.609636586,203.06,1
2014,Guangxi,7336,144768.2,39383.4,18118,89822.2,36721.8,2146.8,318.8,6734.2,0.0005,916,114,5862.8721,263.38,0.158,502.0975,36.2275,465.87,6.3885,555157.16,0.2361,0.0741,104,34,6605347,599250,0.288,0.0876,41208,221.36,0.145,28603,1.156857987,0.0000404,0.000035,1.156857987,0.465408805,146.92,74.44
2014,Chongqing,18140,369565.4,123503.2,43163,200865.8,87753.8,1956.6,1638.2,7276.6,0.0015,2252,206,7616.7925,220.98,0.1203,417.9031,47.0231,370.88,5.805,538637.15,0.3166,0.0596,139,62,4699807,381647,0.4313,0.0875,58354,394.1,0.1403,48311,0.99045766,0.0000205,0.0000207,0.99045766,0.59743674,205.66,188.44
2014,Sichuan,55936,1291431.6,365686.8,148064.8,531337.8,385845,22587.6,9528.4,31474.8,0.0032,12384,336,5552.353,826.68,0.1618,1026.9734,117.3834,909.59,6.3449,1343112.87,0.2704,0.164,686,23,10569053,817636,0.362,0.0835,119676,492.26,0.1651,35563,0.987768186,0.0000278,0.0000281,0.987768186,0.465044846,466.54,25.72
2014,Guizhou,20368,347927.2,91024.2,31228.4,227533,95611.4,155,100,520,0.0021,2290,90,7821.376,89.34,0.1442,381.6713,27.7513,353.92,4.9001,461266.25,0.1579,0.0578,302,33,6370304,443376,0.2874,0.0765,23969,46.5,0.1211,25100.92,1.053228328,0.000042,0.0000398,1.053228328,0.40250204,42.88,3.62
2014,Yunnan,5952,150314,38329.4,12176.6,117326.2,29469.2,947.2,1024.2,1827.8,0.0006,1194,94,7665.9146,68.04,0.2159,566.8485,27.9485,538.9,5.5305,589579.51,0.1593,0.0694,125,41,6749390,431456,0.331,0.0776,30523,13.72666667,0.1341,30216.59,0.902273715,0.0000299,0.0000331,0.902273715,0.412207178,11,2.726666667
2014,Tibet,112,3456.8,1096.6,100,450,145.2,30,20,3248,0.0002,88,4,8708.9229,6,0.066,47.8254,2.3954,45.43,8.2077,101580.07,0.148,0.0149,7,16,1420833,44214,0.416,0.0525,1262,1.77,0.0647,29275,0.999214347,0.0000341,0.0000342,0.999214347,0.261538462,0.27,1.5
2014,Shaanxi,61324,1348812,223058.2,131372,426311,549236.4,2732.8,547,20763.4,0.0045,5102,184,7160.4653,232.4,0.1986,566.6044,45.9444,520.66,5.3437,590536.09,0.2797,0.0832,100,32,6938334,448632,0.321,0.0936,97138,131.5,0.1559,45610.01,1.028918871,0.0000226,0.0000219,1.028918871,0.530180298,130.28,1.22
2014,Gansu,4364,81342.2,23774,12289,52382.2,42496.8,256.2,80,929.2,0.0008,394,50,7618.3325,45.94,0.1375,277.5203,13.5103,264.01,5.0265,430520.8,0.187,0.0381,19,18,4012557,211583,0.2588,0.0819,27122,17.98,0.1003,25723.72,1.027569718,0.0000399,0.0000389,1.027569718,0.422757803,16.78,1.2
2014,Qinghai,296,3332,434.8,330.4,1544.2,41.8,50,60,320,0.0005,12,4,9328.8193,12.48,0.4002,80.7455,3.5355,77.21,4.0306,126792.66,0.2329,0.0482,72,36,1563054,103886,0.4061,0.0785,4731,75.72,0.105,32218,1.231330312,0.0000382,0.000031,1.231330312,0.508680556,5.72,70
2014,Ningxia,2506,29853.4,5823,7142,20421.6,34984.2,60,930,163.75,0.0005,248,16,10900.1475,3.09,0.2212,102.6331,10.7431,91.89,6.8224,88892.11,0.2659,0.0309,19,21,1226824,116635,0.373,0.0882,9500,64.8,0.0773,36815,1.1363303,0.0000309,0.0000272,1.1363303,0.548672566,4.8,60
2014,Xinjiang,470,9383.6,1839.2,1728.2,6946.2,7662,73.2,100,300,0.0001,122,26,7868.3013,1.46,0.1199,349.258,20.228,329.03,4.2575,527301.19,0.3158,0.0638,80,50,5671975,403391,0.3865,0.0927,15662,23.7,0.1254,40193,1.011320379,0.0000252,0.0000249,1.011320379,0.467956989,21.9,1.8
2014,Eastern Region,1310268,35346241.2,13939185.4,3173802.4,28720197.8,4245488.2,1163497.8,271245.8,688877.2,0.0502,303142,11692,93249.963,11457.94,1.6367,12800.3139,2809.0339,9991.28,87.2683,8617309.79,3.8164,1.9448,15862,370,105290460,18979352,4.706,0.9681,2401631,6668.3,2.0058,716375.14,12.35606368,0.00022619,0.0001972,12.35606368,7.373913763,6126.76,541.54
2014,Central Region,233014,4614868,1492371,559801.8,2485296.6,1182535.4,59387.6,55820.8,236986,0.011,26430,2030,41020.6514,2123.72,0.9396,5387.9373,599.9273,4788.01,33.4676,4798414.84,1.3496,0.6166,2251,250,62876031,7020322,2.2493,0.5397,631360,3728.64,0.8722,347532.22,9.886950191,0.0002588,0.0002366,9.886950191,4.870198358,3467.02,261.62
2014,National,1787918,45485497.2,16691300.2,4256609.2,33483561.6,7489880.4,1262062.6,345327.2,1025122,0.0757,361202,15228,220374.9114,16190.42,4.5199,22342.2706,3744.8906,18597.38,183.3933,18769100.49,7.7356,3.2654,19766,899,222166338,29730783,10.8164,2.4079,3462136,12423.2,4.2122,1453769.6,33.67149765,0.00082229,0.0007589,33.67149765,17.33335479,11264.8,1158.4
2014,Western Region,179066,3817126.6,923478,408835.4,1715889.4,1316773.8,27505.2,14386.6,69023.8,0.0145,25086,1156,86104.297,1838.7,1.9436,4154.0194,335.9294,3818.09,62.6574,5353375.86,2.5696,0.704,1653,279,53999847,3731109,3.8611,0.9001,429145,1547.54,1.3342,398611.24,11.8012316,0.00034,0.00032,11.8012316,5.226614064,1255.54,292
2014,Jilin,12280,184487.2,37680.2,32663,71164,22921.6,200,1832,948,0.001,1192,90,9770.5527,274.7,0.1873,328.1991,30.6591,297.54,2.2061,310694.05,0.3051,0.0603,97,29,4071041,364479,0.4112,0.0949,49774,125.42,0.1365,37539,1.336210341,0.0000356,0.0000266,1.336210341,0.568130204,109.84,15.58
2014,Liaoning,33188,1066220.4,196912.6,65792.2,385534.4,589990.4,10742.6,2015,26506,0.0017,4100,144,8013.332,392.26,0.1652,647.287,59.487,587.8,2.8553,634591.58,0.4781,0.1164,265,13,6044946,1088151,0.4542,0.0967,99586,281.26,0.1414,45915,1.420041041,0.0000309,0.0000218,1.420041041,0.670491051,236.88,44.38
2014,Heilongjiang,20102,456553.8,101673,15714.4,105479.4,132171,729.4,27,2781,0.0016,1252,116,8721.9512,103.1,0.1392,430.4718,44.5518,385.92,2.9279,498302.82,0.2894,0.084,173,15,5059364,394571,0.4366,0.0936,62648,72.04,0.1344,33463.76,1.172203419,0.000035,0.0000299,1.172203419,0.5922949,68.76,3.28
2015,Beijing,59396,2404499.6,946430.8,331625.6,1759779,64956.4,88571.8,1350.8,9556.2,0.0065,26088,510,10318.9219,536.52,0.2423,1181.8752,258.5152,923.36,17.1,275461,0.7224,0.391,6227,36,8556700,2878000,0.7883,0.1171,245728,111.94,0.2935,113692,0.936714984,0.00000824,0.0000088,0.936714984,0.867001828,91.14,20.8
